POLAKOMITI, GLAGOL
DILATACIJA, IMENICA
ĆUDOREDBEN, PRIDJEV
PROŠVERCAN, PRIDJEV
INOVIRAVŠI, PRILOG
POSEGNUVŠI, PRILOG
BLIJEŠTITI, GLAGOL
ODIJELJENO, PRILOG
POPLJUVATI, GLAGOL
BOŽIKOVINA, IMENICA
PRENATRPAN, PRIDJEV
NEUMJESTAN, PRIDJEV
TRANSFERNI, IMENICA
IZBJEGLICA, IMENICA
PODVRATNIK, IMENICA
PREUZELITI, GLAGOL
MAGMATIZAM, IMENICA
RAZORUŽATI, GLAGOL
POKOJNIKOV, PRIDJEV
GLOKSINIJA, IMENICA
TVRDOKORAN, PRIDJEV
DRAŽBUJUĆI, PRIDJEV
ISCRTAVANI, PRIDJEV
NEZAVISTAN, IMENICA
IMPULSIVAN, IMENICA
ZAOBILAZAK, IMENICA
PROZRAČITI, GLAGOL
POMANJKATI, GLAGOL
MIROTVORAC, IMENICA
DOZIVLJUĆI, PRILOG
GEOFIZIČKI, PRIDJEV
GOLORUKOST, IMENICA
ELIPSOIDAN, PRIDJEV
HOHŠTAPLER, IMENICA
ZAOŠIJANJE, IMENICA
NENADMOĆNI, PRIDJEV
PROIZVEDEN, PRIDJEV
PROGRIJANI, PRIDJEV
ZARASTANJE, IMENICA
HIDROMETAR, IMENICA
SUPOTPISNI, PRIDJEV
UOBIČAJENO, PRILOG
KRITIČAROV, PRIDJEV
USELJENICA, IMENICA
BRILJANTAN, PRIDJEV
NAMRŠTIVŠI, PRILOG
PRISILIVŠI, PRILOG
OBEZNANJEN, PRIDJEV
TRIFENMORF, IMENICA
PROTUPOLAN, PRIDJEV
IZVODITELJ, IMENICA
REDOVNICOJ, IMENICA
PROVODLJIV, PRIDJEV
ISTOVJETAN, PRIDJEV
FONEMATSKI, PRIDJEV
PERSUAZIJA, IMENICA
MILIJARDER, IMENICA
NEPREKIDAN, PRIDJEV
FABULIRATI, GLAGOL
NAPREGNUTO, PRILOG
MIKROSKLOP, IMENICA
PETOLJETAK, IMENICA
BIGLISANJE, IMENICA
DANTEOVSKI, PRIDJEV
PRATILJITI, GLAGOL
KRISTALAST, PRIDJEV
GANGLIOZID, IMENICA
PREZIDAVŠI, PRILOG
PROTURAVŠI, PRILOG
TUNELARINA, IMENICA
UMOBOLNOST, IMENICA
POSIJEDITI, GLAGOL
NESJEĆANJE, IMENICA
USTUPLJENI, PRIDJEV
KONTRAUDAR, IMENICA
OSUJEĆIVAN, PRIDJEV
KALEDONIJA, PRIDJEV
ZATOMLJENI, PRIDJEV
PROLETARAC, IMENICA
PRIHVAĆENI, PRIDJEV
EUPNOTIČAN, PRIDJEV
POSTOJBINA, IMENICA
MORBIDNOST, IMENICA
NESRETNOST, IMENICA
FUNKCIONER, IMENICA
PRINIJEVŠI, PRILOG
CJEPIDLAKA, IMENICA
SMUTLJIVAC, IMENICA
OTPLOVIVŠI, PRILOG
BRODOTOČAC, IMENICA
ŠKRTARENJE, IMENICA
OBRAČUNATI, GLAGOL
MJESEČARKA, IMENICA
STRELIMICA, IMENICA
DVOSTANJAC, PRIDJEV
IZVODIVOST, IMENICA
INFERTILAN, IMENICA
RAZMETANJE, IMENICA
OBUJMLJENI, PRIDJEV
PROTULIJEK, IMENICA
LJEVAKINJA, IMENICA
OGRAĐENOST, IMENICA
ZAPLAKAVŠI, PRILOG
PASTORALAN, PRIDJEV
IZMAKNUVŠI, PRILOG
UKREPLJENI, PRIDJEV
MAKEDONSKI, PRIDJEV
USKLAĐIVAČ, IMENICA
URONJAVATI, GLAGOL
NADMAŠIVAN, PRIDJEV
RAČUNALITI, PRIDJEV
FRANIČEVIĆ, IMENICA
UTOVARIVŠI, PRILOG
SJEMENJAČA, IMENICA
ARONDACIJA, IMENICA
ARTISTIČKI, PRIDJEV
ZASVODIVŠI, PRILOG
INSEKTICID, IMENICA
ZOONOTIČKI, PRIDJEV
SUMNJIVIJI, PRIDJEV
SUSTIGNUTI, GLAGOL
DOPRIJEVŠI, PRILOG
POTISKNUTI, GLAGOL
NAJJASNIJI, PRIDJEV
ISHODOVATI, GLAGOL
PEDOFILIJA, IMENICA
KREKIRANJE, IMENICA
SCHERREROV, PRIDJEV
PRELETANJE, IMENICA
APLASTIČAN, PRIDJEV
PRETUKAVŠI, PRILOG
DVOSTRUJAN, PRIDJEV
PROTEGNUTI, GLAGOL
SUŽANJSTVO, IMENICA
OPCIONALNI, PRIDJEV
OBVESELITI, GLAGOL
IZDVAJANJE, IMENICA
ZVJEZDASTI, PRIDJEV
PONIZIVATI, GLAGOL
HERFORDSKI, PRIDJEV
VATROGASAC, IMENICA
REMEKDJETI, GLAGOL
PODLIJEGAN, PRIDJEV
KITNIČARKA, IMENICA
NEPRIREĐEN, PRIDJEV
POOTVARATI, GLAGOL
RAZLOMLJEN, PRIDJEV
PRIVIKNUĆE, IMENICA
KRSTOBOLJA, IMENICA
PREPLETALO, IMENICA
UZVELIČATI, GLAGOL
KABINETSKI, PRIDJEV
ODSKOČENJE, IMENICA
DOMINACIJA, IMENICA
EPOOSEALNI, PRIDJEV
ZALOGAJNIK, IMENICA
MACERIRATI, GLAGOL
GRIZUCKATI, GLAGOL
IZUMILAČKI, PRIDJEV
ĆEVABDŽIJA, IMENICA
PULSIRANJE, IMENICA
EROZIIJSKI, PRIDJEV
RAZMAČNICA, IMENICA
PROSIJAVAČ, IMENICA
PRAŠTAJUĆI, PRIDJEV
MAGNETIZAM, IMENICA
BRODARSTVO, IMENICA
GEOPODATAK, IMENICA
ODVOJENIJI, PRIDJEV
PRISLONITI, GLAGOL
PINDBORGOV, PRIDJEV
OBUDOVJELA, IMENICA
VIŠEVIJČAN, PRIDJEV
ANEKSIRATI, GLAGOL
OKSOLINSKI, PRIDJEV
DIJAFRAGMA, IMENICA
BLISTAVITI, GLAGOL
PROPUŠTATI, GLAGOL
RADOZNALAC, IMENICA
DOPUNJAVAN, PRIDJEV
UHUHUKANJE, IMENICA
SVJETLAŠCE, IMENICA
INTENZIVAN, PRIDJEV
LATINŠTINA, IMENICA
LATENTNOST, IMENICA
DOSLOVNOST, IMENICA
PREJEDRITI, GLAGOL
BRUNIRANJE, IMENICA
ODRUČIVATI, GLAGOL
MORNARIČKI, PRIDJEV
TRANČIRATI, IMENICA
SUODLUČITI, GLAGOL
VRTIVJETAR, IMENICA
KLADISTIKA, IMENICA
PARAFINSKI, PRIDJEV
GROBIŠTITI, GLAGOL
DIETILAMIN, IMENICA
PERZISTRON, IMENICA
SAMOKRETNI, PRIDJEV
NAJBAJNIJI, PRIDJEV
RAZMATRANA, IMENICA
PREPLETATI, GLAGOL
ZABACIVATI, GLAGOL
TEKSAŠANIN, IMENICA
PIEMONTSKI, PRIDJEV
PREPUŠTATI, GLAGOL
ZAGRIJEVAN, PRIDJEV
HRSKAVIČAV, PRIDJEV
UMJERENJAK, IMENICA
MOZZARELAO, PRIDJEV
PRASKAJUĆI, PRILOG
ISPORUČENA, IMENICA
ODRAČUNATI, GLAGOL
PREMISLITI, GLAGOL
CRNOGORSKI, PRIDJEV
SAVRŠENOST, IMENICA
SERILACIJA, IMENICA
SMRZAVANJE, IMENICA
BUNTOVNIJI, PRIDJEV
UCIJEPLJEN, PRIDJEV
CMIZDRAVAC, IMENICA
OFICINALNI, PRIDJEV
REAKCIONAR, IMENICA
JIZREELSKI, PRIDJEV
POSREDNIJI, PRIDJEV
PROTKIVATI, GLAGOL
NAJTAJNIJI, PRIDJEV
ANIMALNIJI, PRIDJEV
KONTRASTNI, PRIDJEV
PARADRŽAVA, IMENICA
ŽLIJEBNJAK, IMENICA
IMENDANSKI, PRIDJEV
KAPITALCOJ, IMENICA
KOLINERGIK, IMENICA
PROGORJETI, GLAGOL
OTVORENIJI, PRIDJEV
OKSIRANSKI, PRIDJEV
RUPIČAVIJI, PRIDJEV
TIOCIJANAT, IMENICA
NEKRETNINE, IMENICA
ZAGAĐOVATI, GLAGOL
INDUKTIVNO, PRILOG
UZOBIJESTI, GLAGOL
INDONEZIJA, IMENICA
MUDROVANJE, IMENICA
JDEVELOPER, IMENICA
SNIŽAVANJE, IMENICA
ETRUŠĆANIN, IMENICA
ISTALOŽITI, GLAGOL
KARLOBAŠKI, PRIDJEV
NESVRHOVIT, PRIDJEV
PONOVLJENO, PRILOG
BALKANSTVO, IMENICA
MALIGNITET, IMENICA
MOZAMBIČKI, PRIDJEV
ĆERETAJUĆI, PRIDJEV
JERONIMSKI, PRIDJEV
RASPITAVŠI, PRILOG
TERMINALOV, PRIDJEV
RAZVEZAVŠI, PRILOG
DVOSMISLEN, PRIDJEV
OSKRNAVITI, GLAGOL
ANODONCIJA, IMENICA
DOBJEGLICA, IMENICA
KRIMINALNI, PRIDJEV
NASLUTIVŠI, PRILOG
ULJEPŠIVAČ, IMENICA
PREMETNUTI, GLAGOL
TOROIDALAN, PRIDJEV
HIPOTETSKI, PRIDJEV
ZAKRIVIVŠI, IMENICA
DIAMONDOID, IMENICA
PETROVIĆEV, PRIDJEV
NEOČVRSNUT, PRIDJEV
OBRUŠAVATI, GLAGOL
SADAŠNJICA, IMENICA
ZALIJENITI, GLAGOL
KONZERVANS, IMENICA
NESUGLASAN, PRIDJEV
NAIZMJENCE, PRILOG
DRAMATIČNO, PRILOG
OSIGURANIK, IMENICA
LABIRINTAN, PRIDJEV
ZAZELENITI, GLAGOL
NADNARAVNO, PRILOG
PREUDAVATI, GLAGOL
KARANTERNA, IMENICA
HOFIRAJUĆI, GLAGOL
PRENERAŽEN, PRIDJEV
PROAKTIVNI, PRIDJEV
TAKTILNIJI, PRIDJEV
POLJAKINJA, IMENICA
KONJANIČKI, PRIDJEV
FLAMANDSKI, PRIDJEV
KRASOPISNI, PRIDJEV
KONZALTING, IMENICA
PLANETARIJ, IMENICA
HOMOTETIJA, IMENICA
FIĆMAJSTOR, IMENICA
ISPRAVLJAČ, IMENICA
AROGANCIJA, IMENICA
RAŽARIVATI, GLAGOL
PRIMITIVAC, IMENICA
ZASIPAVATI, GLAGOL
PETRIČEVIĆ, IMENICA
DEBITIRATI, GLAGOL
POTRBUŠINA, IMENICA
RODOSKVRNO, PRILOG
HEPATOCITI, IMENICA
STUPNJEVIT, PRIDJEV
PREPONIZNI, PRIDJEV
VIŠEZNAČNO, PRILOG
OPOVRGAVŠI, PRILOG
DELOŽIRATI, GLAGOL
RASPALIVŠI, PRILOG
ZAMJENLJIV, PRIDJEV
NASELJENIK, IMENICA
VENTURIJEV, PRIDJEV
PRIMJERICE, PRILOG
PROMAŠENJE, IMENICA
UPUHIVANJE, IMENICA
PAZINŠTINA, IMENICA
NASLOVNICA, IMENICA
SREBRNKAST, PRIDJEV
IZOBRAZITI, GLAGOL
TANGIRANJE, IMENICA
SOKOLARSKI, PRIDJEV
TRENUTAČAN, PRIDJEV
STARJEŠINA, IMENICA
LJESTVIČNI, PRIDJEV
DVOVREMENI, PRIDJEV
MANCHESTER, IMENICA
SAŽVAKAVŠI, PRILOG
EVOCIRANJE, IMENICA
DEKLAMATOR, IMENICA
ENDEMIJSKI, PRIDJEV
NAMJESTITI, GLAGOL
STRJELASTI, PRIDJEV
PREPOLAGAN, PRIDJEV
ŠTEFANJSKI, PRIDJEV
ODSJECANJE, IMENICA
SOFTVERSKI, PRIDJEV
BEZVJERSKI, PRIDJEV
DEUTERIJEV, PRIDJEV
PROMIJEŠAN, PRIDJEV
MAKETARSKI, PRIDJEV
NEOBAVLJEN, PRIDJEV
DEKODIRATI, GLAGOL
PETERSBURG, IMENICA
OSNAŽUJUĆI, PRIDJEV
UNNILOKTIJ, IMENICA
ODOMAĆIVŠI, PRILOG
MIRISAVIJI, PRIDJEV
POMANKANJE, IMENICA
UGOSTITELJ, IMENICA
CIFRASTIJI, PRIDJEV
DOBAVLJATI, GLAGOL
POŽDERAVŠI, PRILOG
KAUZALITET, IMENICA
LJULJAJUĆI, GLAGOL
RAZNOVRSNO, PRILOG
DIVLJAŠTVO, IMENICA
METOLAKLOR, IMENICA
PLATIRANJE, IMENICA
OBNAŠATELJ, IMENICA
PROSINEČKI, IMENICA
ISPAŠTANJE, IMENICA
ZVJEZDOLIK, PRIDJEV
KURIKOVINA, IMENICA
ADSORBCIJA, IMENICA
SITNIČAVAC, IMENICA
LUMBARDSKI, PRIDJEV
PONAJČEŠĆE, PRILOG
PROTJERATI, GLAGOL
SLOBOŠTINA, IMENICA
STAJALIŠTA, IMENICA
KAKOFONIJI, PRIDJEV
KADETKINJA, IMENICA
POHVALNIJI, PRIDJEV
KANONICITI, GLAGOL
BAKAROKSID, IMENICA
DOBROHOTNI, PRIDJEV
DRUŽEVNIJI, PRIDJEV
RAŠTRKAVŠI, PRILOG
NAJPRAVIJI, PRIDJEV
ODALAMIVŠI, PRILOG
PREDVIĐATI, GLAGOL
CJEVASTIJI, PRIDJEV
DOTADAŠNJI, PRIDJEV
KOMPLEKSNI, PRIDJEV
SAMOUPRAVE, IMENICA
ZAKOLJENIK, IMENICA
SINONIMSKI, PRIDJEV
POKRETNIJI, PRIDJEV
SINUSOGRAM, IMENICA
SPARIVANJE, IMENICA
ETNOGENEZA, IMENICA
ŠOKIRAJUĆI, PRIDJEV
PODANOVATI, GLAGOL
NEVREDNIJI, PRIDJEV
LOBANOVSKI, PRIDJEV
AMFITEATAR, IMENICA
NAFTONOSAN, PRIDJEV
ZLATARNICA, IMENICA
BLIJEŠTEĆI, PRILOG
ZGUŠNJENJE, IMENICA
NAROČITIJI, PRIDJEV
HOLOCENSKI, PRIDJEV
RASPUCAVŠI, PRILOG
ZADIMLJENI, PRIDJEV
RASTEZNOST, IMENICA
NAJOHOLIJI, PRIDJEV
TESELACIJA, IMENICA
PRODUŽENJI, PRIDJEV
PARVOVIRUS, IMENICA
INUNDACIJA, IMENICA
STOMATOLOG, IMENICA
ANANASOVKA, IMENICA
BIDERMAJER, IMENICA
MIRAMARSKI, PRIDJEV
NASLONIVŠI, PRILOG
POKVASIVŠI, PRILOG
AGRADACIJA, IMENICA
ČOVJEČNOST, IMENICA
ANTROPOLOG, IMENICA
ZADRHTJETI, GLAGOL
NAKLANJATI, GLAGOL
PROZIRNICA, IMENICA
KVADRATIĆI, PRIDJEV
ZAŠKRIPATI, GLAGOL
SKEPTICITI, GLAGOL
MIOBLASTOM, IMENICA
RASAĐIVATI, GLAGOL
ZAKLINJATI, GLAGOL
RASPLINJEN, PRIDJEV
NAJBURNIJI, PRIDJEV
ZAGRIZANJE, IMENICA
UTRPAVANJE, IMENICA
LJUBEŠIĆKI, PRIDJEV
ANTIKVITET, IMENICA
PRIMAMIVŠI, IMENICA
ISPREKIDAN, PRIDJEV
RENTABILNO, PRILOG
PRIDRUŽITI, GLAGOL
PODVINUVŠI, PRILOG
LANDRAJUĆI, GLAGOL
NEPROMETAN, PRIDJEV
SAMOISPUNA, IMENICA
FASCINATAN, PRIDJEV
RAZBOLIVŠI, PRILOG
RENTGENSKA, PRIDJEV
UZBUDLJIVO, PRILOG
KUNIĆETINA, IMENICA
NOVOUREĐEN, PRIDJEV
SMIŠLJANJE, IMENICA
USTROJIVŠI, PRILOG
SPREMAJUĆI, PRIDJEV
KARTEZIJEV, PRIDJEV
PSALTERIJA, IMENICA
MAGNETIČAN, PRIDJEV
MEZENHIMNI, PRIDJEV
SINOVIJSKI, PRIDJEV
INHIBICIJA, IMENICA
PRESENILAN, PRIDJEV
ZAGRAKTATI, GLAGOL
EKONOMIČKI, PRIDJEV
DOKRAJČITI, GLAGOL
NEISPRAVAN, PRIDJEV
ODVAGIVATI, GLAGOL
INFORMALAN, PRIDJEV
PUSTOŠENJE, IMENICA
NEANONIMAN, PRIDJEV
MIJEŠAJUĆI, PRILOG
EUROVIZIJA, IMENICA
PONAVLJATI, GLAGOL
SVETKOVATI, GLAGOL
KRANJČEVIĆ, IMENICA
NAJČEDNIJI, PRIDJEV
PIRATERIJA, IMENICA
IZOSTAJUĆI, PRIDJEV
KINOLOGIJA, IMENICA
PREVIDJETI, GLAGOL
BLESIMETAR, IMENICA
ARANŽIRATI, GLAGOL
KREDIBILAN, PRIDJEV
IZOGONALAN, PRIDJEV
IZOLUČIVŠI, PRILOG
POTICATELJ, IMENICA
ZAKRČENOST, IMENICA
DENOTIRATI, GLAGOL
PRISUTNIJI, PRIDJEV
BEZVREMENO, PRILOG
NEOTKAZIVI, PRIDJEV
APELIRAVŠI, PRILOG
IZDIKTIRAN, PRIDJEV
POMISLIVŠI, PRILOG
EKSKURZIJA, IMENICA
STRADALITI, GLAGOL
OBNAŽIVATI, GLAGOL
BOŠKOVIĆEV, PRIDJEV
OŽIVLJENJE, IMENICA
PREGRADNJA, IMENICA
NEISTROŠEN, PRIDJEV
NEPRENOSIV, PRIDJEV
FEUDALIZAM, IMENICA
KOMFORNIJI, PRIDJEV
UMANJIVATI, GLAGOL
VELEPOSJED, IMENICA
MALASSEZOV, PRIDJEV
IZMILJEVŠI, PRILOG
RETINOIČAN, PRIDJEV
NEUGOVOREN, PRIDJEV
REANIMIRAN, PRIDJEV
OBJAVITELJ, IMENICA
GARAVLJENI, PRIDJEV
OKLUDIRANI, PRIDJEV
MAJSTORLUK, IMENICA
NEPOPUNJEN, PRIDJEV
INOVATIVNI, PRIDJEV
BALKANIZAM, IMENICA
SRAMEŽLJIV, PRIDJEV
IMPOZANTAN, PRIDJEV
DELEGIRATI, GLAGOL
JEDNODOBAN, PRIDJEV
SVJETIONIK, IMENICA
REZOLUCIJA, IMENICA
PODIVLJATI, GLAGOL
MIRAKULSKI, PRIDJEV
IZLIJEČENI, PRIDJEV
NAJPLAHIJI, PRIDJEV
AGALAKCIJA, IMENICA
CITIRANIJI, PRIDJEV
AUTOMATIKA, IMENICA
FORSIRAVŠI, PRILOG
OLJUŠTIVŠI, PRILOG
ODGAJATELJ, IMENICA
NEDOVOLJNO, PRILOG
ZAMOTULJAK, IMENICA
NAGRABIVŠI, PRILOG
LEBDJELICE, IMENICA
OTKLANJATI, GLAGOL
SKANIRANJE, IMENICA
NEUSTALJEN, PRIDJEV
PAHULJASTI, PRIDJEV
DALMATINAC, IMENICA
GLASOVIRAČ, IMENICA
ATONALNOST, IMENICA
PRISVOJITI, GLAGOL
RENTGENSKI, PRIDJEV
JASTUČNICA, IMENICA
RADIOSMJER, IMENICA
DOPISNICOJ, IMENICA
INDURIRANI, PRIDJEV
UKLJUČIVAN, PRIDJEV
ODGOJENIJI, PRIDJEV
UPOPRIJEKO, PRILOG
PROTRBUŠNI, IMENICA
USPORENOST, IMENICA
OBILJEŽENI, PRIDJEV
POLIKINANI, IMENICA
PODEBLJANO, PRILOG
DISPEPSIJA, IMENICA
IZJALOVITI, GLAGOL
SUKOBLJENI, PRIDJEV
IZNENAĐENO, PRILOG
PREDOČIVŠI, PRILOG
PANAMATSKI, PRIDJEV
GARGARIZAM, IMENICA
SUPERHEROJ, IMENICA
NAZOFILIJA, IMENICA
ROGOBORITI, GLAGOL
POPIJENITI, PRIDJEV
ENOLOGINJA, IMENICA
ZRCALOVINA, IMENICA
CEMENTOCIT, IMENICA
NAKLAPANJE, IMENICA
SINTETIČAR, IMENICA
HEGEMONIST, IMENICA
BIODEPONIJ, IMENICA
ISPOMAGATI, GLAGOL
ZGRABLJENI, PRIDJEV
KUNILINGUS, IMENICA
OHLAĐUJUĆI, PRIDJEV
NEPOPRSKAN, IMENICA
PUSTOŠILAC, IMENICA
BRZOGLASAN, PRIDJEV
NORMANDIJA, IMENICA
OTAMNJENJE, IMENICA
DJEVOJČICA, IMENICA
UMREŽENOST, IMENICA
VIŠESTRANO, PRILOG
ZGUŠNJAVAN, PRIDJEV
SITUIRANJE, IMENICA
OMILJELITI, GLAGOL
RAZBACIVAN, PRIDJEV
METALOGRAF, IMENICA
RAZBIBRIGA, IMENICA
NEUPOREDIV, IMENICA
TABULACIJA, IMENICA
DIJAMANTAN, PRIDJEV
SASTAVLJAČ, IMENICA
NASELJAVAN, PRIDJEV
ODSPRIJEDA, PRILOG
PREDVEDEJA, IMENICA
ŠARMIRANJE, IMENICA
PROTJECATI, GLAGOL
KOPROCESOR, IMENICA
DARMŠTATIJ, IMENICA
PILOTIRATI, GLAGOL
PRIPADNOST, IMENICA
PODMIRIVAN, PRIDJEV
SKLIZALJKA, IMENICA
ASEMBLIRAN, PRIDJEV
PONIJEMČEN, PRIDJEV
ALTERNIRAN, PRIDJEV
RADIJANTAN, PRIDJEV
VELIKAŠICA, IMENICA
NADILAŽENI, PRIDJEV
NEUSKRAĆEN, PRIDJEV
VIDOVITIJI, PRIDJEV
KONTRUIRAN, IMENICA
ROBONZIRAN, PRIDJEV
GLAZBENOST, IMENICA
INKVIZITOR, IMENICA
ORIGINALAN, PRIDJEV
CEREKAJUĆI, PRILOG
DOPRATIVŠI, PRILOG
BESKUĆNICA, IMENICA
ULJUČIVATI, GLAGOL
SUKLADNIJI, PRIDJEV
GARAŽIRATI, GLAGOL
NAKINĐUREN, PRIDJEV
IZRAČUNATI, GLAGOL
NAŽIVJEVŠI, IMENICA
ANORGANSKI, PRIDJEV
PRIKUPLJAČ, IMENICA
USPJEŠNIJI, PRIDJEV
OTEŠČAVATI, GLAGOL
KAPETANICA, IMENICA
POSLUŠNIJI, PRIDJEV
ISKOLAČENI, PRIDJEV
NEISPLAĆEN, PRIDJEV
NEENZIMSKI, PRIDJEV
KONJUNKTUR, IMENICA
ZAPREŠIĆKI, PRIDJEV
PODBOČIVŠI, PRILOG
NAPITINICA, IMENICA
PROTEKCIJA, IMENICA
ODUSTAJUĆI, PRIDJEV
NEPRESUŠNI, PRIDJEV
PREKRIVALO, IMENICA
POLUDJEVŠI, PRILOG
PREKLOPNIK, IMENICA
OTPREMIVŠI, PRILOG
ODMRZNUVŠI, PRILOG
PLANIRANJE, IMENICA
SIJECIJATI, GLAGOL
TELEFONSKI, PRIDJEV
SAMOPLODNI, PRIDJEV
PROTURANJE, IMENICA
PLAKATIRAN, PRIDJEV
VODNJANSKI, PRIDJEV
ZASJENIVŠI, PRILOG
POSREBRENO, PRILOG
SPECIFIČNI, PRIDJEV
ADRESIRATI, GLAGOL
BUNKERIRAN, PRIDJEV
SMIJULJEĆI, PRIDJEV
SUGESTIVNO, PRILOG
PRIMAKAVŠI, PRILOG
JANKOVIĆKI, PRIDJEV
PRIKRILITI, GLAGOL
NEIZGLADIV, PRIDJEV
SVOJSTVENI, PRIDJEV
DOHRANIVŠI, PRILOG
DAROVITOST, IMENICA
UTVRĐIVATI, GLAGOL
USNOPLJENI, PRIDJEV
OSAKATIVŠI, PRILOG
KOLJENIČAN, PRIDJEV
SILVATIČAN, PRIDJEV
PROJASNITI, GLAGOL
ZATRPANOST, IMENICA
NEPONIŠTEN, IMENICA
PODVIKNUTI, GLAGOL
DEPRESIVNO, PRILOG
JASTREBAČA, IMENICA
PRIBADANJE, IMENICA
IZOTONIČAN, PRIDJEV
PUBLICITET, IMENICA
ANONIMNOST, IMENICA
FIORENTINA, IMENICA
KOČIMBENIK, IMENICA
RAVNOTEŽJE, IMENICA
BARBARSTVO, IMENICA
PLATONIČAR, IMENICA
ZADRHTAVŠI, PRILOG
POPSTOJEĆI, PRIDJEV
TRIGONALAN, PRIDJEV
HIDRIRANJE, IMENICA
HIPOHONDAR, IMENICA
NEPOSTUPAN, PRIDJEV
APSTINIRAN, PRIDJEV
NEZAMJETAN, PRIDJEV
POLIRANIJI, PRIDJEV
SUHOZIDINA, IMENICA
MOMENTALAN, PRIDJEV
GENERALSKI, PRIDJEV
EGZEKUCIJA, IMENICA
POPLAŠENJE, IMENICA
OSLABLJENO, PRILOG
MIKENJANKA, IMENICA
DOBRODOŠLI, PRIDJEV
DOVARIVATI, GLAGOL
SUVOZAČICA, IMENICA
IMUNITETNI, PRIDJEV
RAZBOČIVŠI, PRILOG
POTISNUVŠI, PRILOG
OĆELAVLJEN, PRIDJEV
IŠČEKUJUĆI, PRIDJEV
SENZIBILAC, IMENICA
ZVJERINJAK, IMENICA
PSIHODRAMA, IMENICA
SULFONAMID, IMENICA
SAMOVOLJNO, PRILOG
TANKIRANJE, IMENICA
NATKRILJEN, PRIDJEV
RASKROJITI, GLAGOL
NAJTEČNIJI, PRIDJEV
STANDARDNI, PRIDJEV
GOLOGLAVKA, IMENICA
NAKAPAVATI, GLAGOL
ZASNOVANJE, IMENICA
POKLOPIVŠI, PRILOG
BESTIDNIJI, PRIDJEV
RASPIRIVŠI, PRILOG
KOSTRIJETI, GLAGOL
KAVKAŽANKA, IMENICA
ANALITIČAR, IMENICA
BLAGOHOTAN, PRIDJEV
REFORMIRAN, PRIDJEV
POKOSITREN, PRIDJEV
DVANAESTER, IMENICA
NEPROZIRNI, PRIDJEV
MAGARETITI, GLAGOL
ZAKLOPIVŠI, PRILOG
RAZDJELJCA, IMENICA
AUTONOMIST, IMENICA
ELEKTRIČNO, PRILOG
NESTRPLIVO, IMENICA
DETROITSKI, PRIDJEV
TEMANZIRAN, PRIDJEV
PRIVOLJETI, GLAGOL
GALVANIZAM, IMENICA
NATURALIST, IMENICA
OTPREMANJE, IMENICA
KLIZALIŠTE, IMENICA
OBSTOJNOST, IMENICA
KAPLJIVOST, IMENICA
ŠKRABOTINA, IMENICA
STRELOVITO, PRILOG
LUKSUZNIJI, PRIDJEV
PROŽDERATI, GLAGOL
PODUNAVSKI, PRIDJEV
EVERTIRANI, PRIDJEV
BRENOVANJE, IMENICA
TRIJEZNOST, IMENICA
MENAĐERSKI, PRIDJEV
IZREŽIRATI, IMENICA
BECCARIJEV, PRIDJEV
DRAŽBUJUĆI, PRILOG
GNJAVLJENI, PRIDJEV
BAKALARSKI, PRIDJEV
ZAKIPJEVŠI, PRILOG
SUOBRADNIK, IMENICA
PROIZVODAN, PRIDJEV
ANGLICIZAM, IMENICA
MULTIOKVIR, IMENICA
SRODNIŠTVO, IMENICA
BLENTAVIJI, PRIDJEV
DISONANTAN, PRIDJEV
OPOŠTENITI, GLAGOL
PETNAESTAK, BROJ
APOFERITIN, IMENICA
NEUREDNIJE, PRILOG
POHLEPNIJI, PRIDJEV
UDIJELIVŠI, PRILOG
IMIGRANTOV, PRIDJEV
MASIRAJUĆI, GLAGOL
NEOPRAVDIV, PRIDJEV
ATENUIRATI, GLAGOL
ISPUNJAVAN, PRIDJEV
HIPNOTIČKI, PRIDJEV
POLUPLAČAN, PRIDJEV
VULKANIZAT, IMENICA
OPERNATITI, GLAGOL
SLABLJENJI, PRIDJEV
STACIONAŽA, IMENICA
POPALJENJE, IMENICA
BOŽANSTVEN, PRIDJEV
METRAFENON, IMENICA
GLAGOLJAŠI, IMENICA
DŽOGIRAVŠI, PRILOG
KONKURETAN, PRIDJEV
UBILJEŽITI, GLAGOL
ZAPUNJIVAČ, IMENICA
DRVODJELJA, IMENICA
PODMETNUTO, IMENICA
PRIDRŽAJNI, PRIDJEV
JUGULOGRAM, IMENICA
OSUMNJIČEN, PRIDJEV
DOJAVITELJ, IMENICA
DŽILITANJE, IMENICA
RENTIRANJE, IMENICA
ZATAJIVATI, GLAGOL
PRETICANJE, IMENICA
NAPREGNUTI, PRIDJEV
DVOTRBUŠNI, PRIDJEV
MUTAGENEZA, IMENICA
PODROVANJE, IMENICA
LITOGENEZA, IMENICA
TANKOLISNI, PRIDJEV
TULAREMIJA, IMENICA
NEGOTINSKI, PRIDJEV
NEČLANSTVO, IMENICA
VATROGASNI, PRIDJEV
NASLADNOST, IMENICA
SLAVLJENJI, PRIDJEV
RANOCARSKI, PRIDJEV
SANRIZIRAN, PRIDJEV
ZAKRVARITI, GLAGOL
NEPROFITAN, PRIDJEV
SPOREDNOST, IMENICA
OKLIJEVALA, IMENICA
UVJETOVATI, GLAGOL
ZAMIRISATI, GLAGOL
PROKAZIVAČ, IMENICA
